track,track_label,feature_set,model_key,threshold_method,threshold_label,threshold,threshold_boundary_tolerance,split_source,cohort,n,score_min,score_p01,score_p05,score_p25,score_median,score_mean,score_p75,score_p95,score_p99,score_max
permanent_csi,Permanent CSI,raw_plus_latent,raw_plus_latent,youden,CV Youden J,0.0358811654150486,1e-12,cv,TN,51125,0.00037407706258818507,0.00046886628726497295,0.0007070780848152936,0.002818005159497261,0.005499981343746185,0.00908545547112547,0.013197570107877254,0.029017562791705115,0.03437270298600197,0.035879772156476974
permanent_csi,Permanent CSI,raw,raw,fpr3,CV FPR <= 3%,0.187758460640907,1e-12,cv,FP,2092,0.1878279745578766,0.18852353170514108,0.1904736652970314,0.20362672582268715,0.22255892306566238,0.23141552158853976,0.25114013254642487,0.2992216214537621,0.33853386968374255,0.40958699584007263
permanent_csi,Permanent CSI,raw,raw,fpr3,CV FPR <= 3%,0.187758460640907,1e-12,cv,TP,641,0.1877584606409073,0.1882726550102234,0.1911710947751999,0.20749744772911072,0.23149695992469788,0.23887153897382168,0.26389142870903015,0.31066060066223145,0.3396172165870667,0.38407304883003235
permanent_csi,Permanent CSI,raw,raw,fpr3,CV FPR <= 3%,0.187758460640907,1e-12,cv,FN,1818,0.0008084140135906637,0.00282771137310192,0.011242994526401163,0.04928074777126312,0.09072604030370712,0.09279453709434177,0.13472190871834755,0.17711015790700912,0.1858091762661934,0.18758675456047058
permanent_csi,Permanent CSI,raw,raw,fpr3,CV FPR <= 3%,0.187758460640907,1e-12,cv,TN,67672,0.0004392200498841703,0.00044854195381049066,0.000556186045287177,0.0021300038206391037,0.007501464337110519,0.026719856593963778,0.03282933495938778,0.12354268729686735,0.17118459671735728,0.18775267899036407
permanent_csi,Permanent CSI,raw,raw,fpr1,CV FPR <= 1%,0.240544259548187,1e-12,cv,FP,697,0.24054870009422302,0.24086095094680787,0.2420504480600357,0.2511630654335022,0.26577097177505493,0.27247108230460837,0.28722983598709106,0.3263933181762695,0.3552165830135345,0.40958699584007263
permanent_csi,Permanent CSI,raw,raw,fpr1,CV FPR <= 1%,0.240544259548187,1e-12,cv,TP,270,0.24054425954818726,0.24075959429144858,0.24224909245967866,0.25421588122844696,0.2709948271512985,0.2761994785732693,0.2937800958752632,0.32817506343126296,0.3554613560438156,0.38407304883003235
permanent_csi,Permanent CSI,raw,raw,fpr1,CV FPR <= 1%,0.240544259548187,1e-12,cv,FN,2189,0.0008084140135906637,0.003400716185569763,0.013546334579586984,0.059238433837890625,0.10987267643213272,0.11294804280719521,0.16630303859710693,0.22201902866363524,0.23602232754230498,0.24051861464977264
permanent_csi,Permanent CSI,raw,raw,fpr1,CV FPR <= 1%,0.240544259548187,1e-12,cv,TN,69067,0.0004392200498841703,0.00044865925912745296,0.0005606915452517569,0.0021651339484378695,0.007971801795065403,0.03043993603636512,0.03623924031853676,0.14456018954515448,0.2097894868254661,0.24053208529949188
permanent_csi,Permanent CSI,raw,raw,fpr5,CV FPR <= 5%,0.156471073627472,1e-12,cv,FP,3482,0.1564907431602478,0.15706269800662995,0.1597936049103737,0.17526929453015327,0.19778738170862198,0.20744275540490043,0.23170683532953262,0.28722473978996277,0.3263906055688858,0.40958699584007263
permanent_csi,Permanent CSI,raw,raw,fpr5,CV FPR <= 5%,0.156471073627472,1e-12,cv,TP,909,0.15647107362747192,0.15808810710906981,0.16239188611507416,0.18315871059894562,0.21121157705783844,0.21914635501941307,0.2483232170343399,0.30252391099929793,0.3343607985973357,0.38407304883003235
permanent_csi,Permanent CSI,raw,raw,fpr5,CV FPR <= 5%,0.156471073627472,1e-12,cv,FN,1550,0.0008084140135906637,0.0026073851832188666,0.009967248048633337,0.04233192000538111,0.07893740385770798,0.07910521819812036,0.11594801768660545,0.14848148450255394,0.15449412792921066,0.15622110664844513
permanent_csi,Permanent CSI,raw,raw,fpr5,CV FPR <= 5%,0.156471073627472,1e-12,cv,TN,66282,0.0004392200498841703,0.00044846793200122194,0.0005519764730706811,0.0020910335588268936,0.0070887538604438305,0.023686547362331833,0.029914751648902893,0.1076885074377059,0.1446141774952412,0.15644297003746033
permanent_csi,Permanent CSI,raw,raw,youden,CV Youden J,0.0378745011985302,1e-12,cv,FP,17473,0.03787551075220108,0.038597672134637835,0.04129127636551857,0.057824987918138504,0.08845474570989609,0.10657435964226061,0.14087125658988953,0.23156971931457512,0.2871564507484435,0.40958699584007263
permanent_csi,Permanent CSI,raw,raw,youden,CV Youden J,0.0378745011985302,1e-12,cv,TP,2127,0.0378745011985302,0.03968539245426655,0.04760984666645527,0.08579348772764206,0.13909834623336792,0.14827564845258326,0.2000584751367569,0.2764499723911285,0.3171675580739974,0.38407304883003235
permanent_csi,Permanent CSI,raw,raw,youden,CV Youden J,0.0378745011985302,1e-12,cv,FN,332,0.0008084140135906637,0.001188437930541113,0.0027421830920502546,0.010392789030447602,0.019360306672751904,0.019381989943037504,0.028726205695420504,0.03509489875286818,0.03694380149245262,0.03729787841439247
permanent_csi,Permanent CSI,raw,raw,youden,CV Youden J,0.0378745011985302,1e-12,cv,TN,52291,0.0004392200498841703,0.0004476792993955314,0.0004976187483407557,0.001596178044565022,0.0040390812791883945,0.008225767733658225,0.011900036130100489,0.02982392907142639,0.036144066229462625,0.037874482572078705
